subject,session,modality,direction,rsn_idx,rsn_name,scale_1,scale_2,scale_3,scale_4,scale_5,scale_6
1222,REST2,ASL,LR,7,executive_ctrl,1.0222393098835358,1.466337068793427,0.7537718023763802,1.9459101490553135,1.252762968495368,
1222,REST2,ASL,LR,8,right_frontoparietal,1.1587808101345625,1.455287232606842,0.6931471805599453,0.6190392084062235,0.6931471805599453,0.6931471805599453
1222,REST2,ASL,LR,9,left_frontoparietal,1.001448540214462,1.2396908869280152,0.7472144018302211,0.6061358035703156,1.6094379124341003,0.6931471805599453
1222,REST2,ASL,RL,0,medial_visual,1.129864832172214,1.0379876668516748,1.7346010553881064,0.8873031950009028,1.6094379124341003,0.5389965007326869
1222,REST2,ASL,RL,1,occipital_pole,1.138732282457535,1.1221427860783038,0.8574502318512216,0.8472978603872037,1.252762968495368,0.5389965007326869
1222,REST2,ASL,RL,2,lateral_visual,1.252762968495368,1.2321436812926323,0.9490805546971459,0.5108256237659907,,0.45198512374305727
1222,REST2,ASL,RL,3,default_mode,1.3378419777339439,1.413693335308005,0.6286086594223742,1.3862943611198906,0.6931471805599453,0.6931471805599453
1222,REST2,ASL,RL,4,cerebellum,1.3178265618424299,0.9028677115420143,1.0647107369924282,0.7472144018302211,,0.35667494393873245
1222,REST2,ASL,RL,5,sensorimotor,0.9958027948018888,1.2286654169163076,1.4816045409242156,0.6931471805599453,0.8109302162163288,0.2876820724517809
1222,REST2,ASL,RL,6,auditory,1.051544777810124,1.0459685551826876,1.0986122886681098,1.3862943611198906,1.6094379124341003,1.0296194171811581
1222,REST2,ASL,RL,7,executive_ctrl,1.059198320127233,1.0647107369924282,0.40546510810816444,0.570544858467613,0.587786664902119,0.35667494393873245
1222,REST2,ASL,RL,8,right_frontoparietal,1.0541605260972757,1.4213856809311607,1.1451323043030026,0.6190392084062235,1.6094379124341003,0.2876820724517809
1222,REST2,ASL,RL,9,left_frontoparietal,1.0986122886681098,1.0116009116784799,0.8979415932059586,1.041453874828161,1.0986122886681098,0.5108256237659907
5185,REST1,ASL,LR,0,medial_visual,0.9718605830289657,0.8909729238898653,0.9650808960435872,1.9459101490553135,0.6931471805599453,0.6931471805599453
5185,REST1,ASL,LR,1,occipital_pole,0.8931683144533009,1.0761394328160512,0.832909122935104,1.252762968495368,0.5108256237659907,0.6931471805599453
5185,REST1,ASL,LR,2,lateral_visual,1.1817271953786164,1.1856236656577395,1.3862943611198906,,,0.6931471805599453
5185,REST1,ASL,LR,3,default_mode,1.2312567632744045,1.1314021114911006,1.2039728043259361,1.6094379124341003,0.6931471805599453,1.0986122886681098
5185,REST1,ASL,LR,4,cerebellum,0.9532793012434957,0.8602012652231115,1.1631508098056809,2.3025850929940455,0.916290731874155,0.6931471805599453
5185,REST1,ASL,LR,5,sensorimotor,1.0818051703517284,0.9444616088408514,1.1895840668738362,,0.916290731874155,0.5108256237659907
5185,REST1,ASL,LR,6,auditory,1.0883029190092486,1.0560526742493137,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.587786664902119
5185,REST1,ASL,LR,7,executive_ctrl,1.264279410556927,1.349926716949016,1.1631508098056809,1.1786549963416462,0.916290731874155,0.4700036292457356
5185,REST1,ASL,LR,8,right_frontoparietal,1.303406701314123,1.213022639845854,1.3350010667323402,2.3025850929940455,1.791759469228055,0.4700036292457356
5185,REST1,ASL,LR,9,left_frontoparietal,0.9886113934537812,0.8556661100577202,1.1526795099383855,1.3862943611198906,,
5185,REST1,ASL,RL,0,medial_visual,1.1517221139820581,1.213022639845854,1.0608719606852628,1.1786549963416462,0.8472978603872037,
5185,REST1,ASL,RL,1,occipital_pole,1.0599974525403302,1.2237754316221157,1.7346010553881064,0.8109302162163288,1.3862943611198906,0.1823215567939546
5185,REST1,ASL,RL,2,lateral_visual,1.1306150197542835,1.2367626271489267,1.1314021114911006,0.7419373447293773,0.6931471805599453,0.9808292530117262
5185,REST1,ASL,RL,3,default_mode,1.2992829841302609,1.5869650565820417,0.9343092373768334,0.9808292530117262,1.3862943611198906,
5185,REST1,ASL,RL,4,cerebellum,1.001448540214462,0.9555114450274363,1.5040773967762742,0.6931471805599453,1.0986122886681098,1.6094379124341003
5185,REST1,ASL,RL,5,sensorimotor,1.2443240998495033,0.9267620317414506,0.8574502318512216,0.7985076962177716,0.6190392084062235,0.5596157879354228
5185,REST1,ASL,RL,6,auditory,1.252762968495368,1.0586069540544105,0.7884573603642702,0.6931471805599453,0.6931471805599453,0.5596157879354228
5185,REST1,ASL,RL,7,executive_ctrl,1.2222262446352863,1.413693335308005,1.2039728043259361,1.0296194171811581,0.5596157879354228,0.40546510810816444
5185,REST1,ASL,RL,8,right_frontoparietal,1.2205021062771466,1.1394342831883648,1.252762968495368,1.3217558399823195,0.6931471805599453,1.0986122886681098
5185,REST1,ASL,RL,9,left_frontoparietal,1.4508328822574619,1.128465251817791,0.7672551527136672,0.6505875661411494,0.916290731874155,0.48550781578170077
5185,REST2,ASL,LR,0,medial_visual,0.9325512527459353,1.3609765531356008,0.7308875085427924,1.6094379124341003,0.6061358035703156,0.4700036292457356
5185,REST2,ASL,LR,1,occipital_pole,0.9567317014326657,1.0296194171811581,1.0986122886681098,0.7884573603642702,0.9555114450274363,
5185,REST2,ASL,LR,2,lateral_visual,0.9808292530117262,1.0986122886681098,1.3862943611198906,0.6466271649250525,1.9459101490553135,0.8109302162163288
5185,REST2,ASL,LR,3,default_mode,1.072636802264849,0.8842024173226546,1.1526795099383855,1.2237754316221157,0.8472978603872037,0.6931471805599453
5185,REST2,ASL,LR,4,cerebellum,1.1180303745252114,1.1221427860783038,0.9007865453381898,0.9808292530117262,0.3794896217049037,0.2876820724517809
5185,REST2,ASL,LR,5,sensorimotor,1.1631508098056809,0.916290731874155,1.349926716949016,1.0986122886681098,,0.916290731874155
5185,REST2,ASL,LR,6,auditory,0.9699949108460162,0.8614824953791601,0.6131044728864089,0.8649974374866046,1.0986122886681098,1.9459101490553135
